latitude,longitude,event_date,elevation,slope,aspect,curvature,land_cover_code,historical_landslide_density,rainfall_1h,rainfall_3h,rainfall_6h,rainfall_12h,rainfall_24h,rainfall_3day,rainfall_7day,soil_moisture_0_7cm,soil_moisture_7_28cm,earthquake_count_7d,nearest_eq_distance_km,max_eq_magnitude,landslide_occurrence
29.0,96.5,2021-02-21,4043.0,0.16,92.6,-1e-06,4.0,0.0,0.62,0.53,0.73,7.78,20.38,63.71,72.65,0.485,0.456,5,467.2,5.96,0
24.5,94.5,2013-07-20,190.0,0.67,35.8,3e-06,5.0,0.0,0.68,0.17,4.9,11.14,19.67,35.45,59.18,0.391,0.342,3,390.3,3.95,0
26.0,97.0,2020-06-06,413.0,0.61,141.6,1e-06,2.0,0.0408,0.64,1.65,1.94,0.65,8.75,31.01,49.18,0.395,0.489,2,319.2,4.4,0
23.5,96.0,2017-08-16,79.0,0.02,325.9,0.0,5.0,0.0,0.77,1.95,0.12,8.65,4.66,47.8,73.49,0.478,0.363,0,254.5,4.0,0
22.5,91.5,2023-06-19,6.0,0.02,285.8,0.0,1.0,0.1429,0.33,0.54,1.33,6.97,20.19,32.97,30.95,0.305,0.406,1,394.9,3.15,0
24.5,88.5,2023-07-30,24.0,0.01,34.8,-0.0,5.0,0.0,0.63,1.09,2.37,3.14,19.72,53.55,38.02,0.383,0.349,1,479.0,2.19,0
27.21782272,89.51924545,2010-07-13,535.5,0.72,179.1,0.0,1.0,0.0,1.8,1.8,2.1,5.0,58.2,243.8,335.3,0.421,0.423,1,315.5,4.3,1
27.8122,89.9019,2010-07-22,535.5,0.72,179.1,0.0,1.0,0.0,1.0,2.0,3.0,8.7,19.9,88.6,162.7,0.429,0.427,2,141.9,4.6,1
27.02149311,88.25902123,2017-07-06,535.5,0.72,179.1,0.0,1.0,0.0,0.6,1.6,2.8,4.9,9.9,52.0,202.9,0.42,0.421,2,709.9,4.9,1
23.0,93.5,2018-07-31,2002.0,1.04,142.6,-4e-06,1.0,0.0204,0.72,1.71,3.09,7.24,5.37,39.53,47.86,0.329,0.431,5,482.4,5.13,0
26.8992,88.1667,2009-08-20,535.5,0.72,179.1,0.0,1.0,0.0,0.7,1.3,5.5,8.9,21.5,130.0,281.6,0.421,0.426,1,429.1,5.0,1
28.0,91.5,2012-12-28,5010.0,3.45,351.7,-5e-06,4.0,0.0,0.82,0.89,0.89,6.5,9.16,42.13,128.78,0.341,0.404,5,191.3,1.45,0
24.768609,92.821182,2016-09-01,535.5,0.72,179.1,0.0,1.0,0.0,1.6,2.9,8.0,13.0,19.4,39.8,83.8,0.47,0.471,0,500.0,0.0,1
25.6320357,94.10065403,2017-07-09,535.5,0.72,179.1,0.0,1.0,0.0,1.2,2.5,3.7,5.0,7.4,49.7,219.7,0.501,0.498,1,409.2,4.5,1
27.0736,88.4779,2009-08-20,535.5,0.72,179.1,0.0,1.0,0.0,0.9,3.6,9.3,12.4,24.5,146.9,499.8,0.423,0.428,1,400.3,5.0,1
23.0,88.5,2022-06-01,11.0,0.01,28.7,0.0,1.0,0.0,0.04,1.12,1.7,2.83,2.08,67.23,124.63,0.415,0.495,5,412.5,3.75,0
25.08734272,91.75063827,2017-01-23,535.5,0.72,179.1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.231,0.275,3,290.1,4.5,1
27.6558,88.605,2012-09-19,535.5,0.72,179.1,0.0,1.0,0.0,1.4,4.7,10.0,12.4,13.8,104.8,286.3,0.43,0.412,1,36.4,4.6,1
25.5,92.0,2009-11-03,1584.0,0.51,47.8,-4e-06,0.0,0.0204,0.01,1.48,0.57,11.11,6.46,69.07,87.15,0.398,0.493,4,239.3,1.25,0
23.5,97.0,2013-04-08,319.0,1.07,216.6,2e-06,0.0,0.0,0.31,1.26,4.61,3.51,7.43,54.27,30.16,0.501,0.401,1,110.5,0.24,0
25.6263,94.1057,2015-08-20,535.5,0.72,179.1,0.0,1.0,0.0,0.5,4.2,21.4,38.9,40.9,65.0,92.3,0.511,0.51,1,363.9,4.1,1
23.73354779,92.74744512,2017-06-10,535.5,0.72,179.1,0.0,1.0,0.0,0.0,0.0,0.0,0.7,23.9,50.3,63.3,0.425,0.411,1,294.3,4.6,1
29.5,97.5,2018-01-17,5098.0,5.59,145.8,-1.2e-05,2.0,0.0,0.84,1.46,3.39,2.29,13.45,9.38,45.29,0.332,0.411,1,400.5,3.82,0
24.4136,91.7561,2014-05-10,535.5,0.72,179.1,0.0,1.0,0.0,0.2,0.8,1.9,7.1,13.9,129.7,212.4,0.416,0.418,0,500.0,0.0,1
25.70223725,94.04619681,2010-08-13,535.5,0.72,179.1,0.0,1.0,0.0,0.8,8.9,12.6,13.5,22.7,54.2,87.3,0.515,0.511,2,133.4,4.1,1
28.0,95.0,2012-05-04,812.0,1.36,14.7,-1e-06,0.0,0.0612,0.59,0.0,0.2,4.41,3.45,24.66,67.69,0.295,0.443,3,244.3,2.63,0
26.74452462,88.40011959,2009-08-16,535.5,0.72,179.1,0.0,1.0,0.0,1.0,2.7,5.3,15.0,27.0,144.8,209.1,0.434,0.436,1,695.5,5.5,1
24.9336,93.8275,2008-06-19,535.5,0.72,179.1,0.0,1.0,0.0,0.3,0.7,1.3,2.0,6.9,28.6,60.0,0.413,0.41,2,182.4,4.6,1
22.0,96.0,2014-08-28,138.0,0.81,236.4,2e-06,1.0,0.0204,0.35,2.11,2.45,10.92,17.78,60.54,75.15,0.466,0.451,5,217.0,2.05,0
26.0,94.0,2014-06-01,753.0,1.74,212.1,1e-06,0.0,0.1633,0.54,1.22,1.7,6.24,15.97,32.84,96.17,0.314,0.437,4,432.7,5.08,0
23.5,96.0,2022-08-07,79.0,0.02,325.9,0.0,5.0,0.0,0.8,0.36,4.92,3.6,8.92,43.97,125.48,0.419,0.399,4,270.8,4.61,0
24.0,88.0,2021-01-06,25.0,0.31,91.0,1e-06,6.0,0.0,0.36,1.87,1.53,1.82,8.49,30.29,88.39,0.347,0.292,0,380.0,3.42,0
24.0,95.5,2017-08-02,352.0,0.16,53.5,-1e-06,0.0,0.0,0.18,2.23,2.56,3.81,9.94,26.79,37.97,0.33,0.292,1,295.1,5.91,0
22.5,95.0,2014-09-08,129.0,0.19,32.5,0.0,6.0,0.0,0.41,0.31,4.99,7.48,0.25,42.69,61.52,0.373,0.355,4,298.9,3.11,0
24.4265,94.1913,2015-08-01,535.5,0.72,179.1,0.0,1.0,0.0,3.4,11.9,22.5,34.0,96.4,250.5,446.1,0.43,0.43,1,443.2,4.4,1
27.3765,88.7628,2013-06-27,535.5,0.72,179.1,0.0,1.0,0.0,0.4,2.3,4.8,13.3,24.4,83.6,192.5,0.427,0.427,0,500.0,0.0,1
26.66354481,94.62220277,2017-06-24,535.5,0.72,179.1,0.0,1.0,0.0,0.1,2.2,2.6,9.1,9.1,24.4,114.0,0.494,0.499,2,235.4,4.6,1
26.0,94.0,2015-08-24,753.0,1.74,212.1,1e-06,0.0,0.1633,0.69,0.06,1.41,3.31,9.47,32.54,55.7,0.302,0.313,5,27.9,4.8,0
26.7903,88.11,2016-08-09,535.5,0.72,179.1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,20.8,47.2,0.398,0.404,0,500.0,0.0,1
25.0,91.5,2012-12-06,10.0,1.71,359.8,2e-06,6.0,0.1224,0.08,0.25,3.84,7.15,9.79,20.95,142.04,0.439,0.342,5,412.0,3.7,0
24.79591421,93.72386429,2017-03-30,535.5,0.72,179.1,0.0,1.0,0.0,12.4,40.9,53.7,62.6,88.2,95.2,102.8,0.438,0.391,2,133.7,4.5,1
25.0,96.5,2021-06-05,211.0,0.19,29.9,0.0,1.0,0.0,0.87,1.76,1.3,6.27,17.81,22.96,69.66,0.312,0.427,1,393.6,0.93,0
28.5,91.0,2016-07-27,5423.0,0.4,335.2,-3e-06,4.0,0.0,0.61,2.58,1.65,0.12,0.21,7.02,70.24,0.405,0.438,2,117.5,1.84,0
24.5,95.5,2015-02-20,268.0,0.2,209.7,-0.0,2.0,0.0,0.01,0.98,5.12,4.28,2.39,64.79,40.08,0.447,0.355,3,56.8,2.27,0
27.04768643,93.61899644,2017-06-30,535.5,0.72,179.1,0.0,1.0,0.0,0.9,2.3,8.1,12.5,15.0,28.1,71.0,0.504,0.515,1,359.0,4.4,1
25.0,94.0,2021-02-11,832.0,0.77,354.8,1e-06,0.0,0.551,0.04,1.23,2.5,1.06,19.11,59.17,66.27,0.312,0.418,0,384.7,4.34,0
27.1761,88.5287,2009-08-20,535.5,0.72,179.1,0.0,1.0,0.0,0.9,3.6,9.3,12.4,24.5,146.9,499.8,0.423,0.428,1,397.0,5.0,1
23.0,91.5,2017-07-10,6.0,0.05,319.4,0.0,1.0,0.0204,0.09,2.2,3.19,9.12,16.55,38.56,142.2,0.374,0.409,5,313.1,5.6,0
27.167,88.3652,2010-08-20,535.5,0.72,179.1,0.0,1.0,0.0,0.1,0.5,1.9,3.8,28.3,99.2,265.2,0.418,0.423,0,500.0,0.0,1
27.5,91.0,2016-08-06,3987.0,2.49,358.2,-8e-06,4.0,0.0,0.62,1.9,4.75,1.58,12.5,23.2,69.01,0.471,0.386,0,169.9,3.95,0
24.4072,94.0644,2015-08-01,535.5,0.72,179.1,0.0,1.0,0.0,11.4,36.1,62.9,77.0,140.3,262.6,391.9,0.436,0.433,1,436.3,4.4,1
29.5,94.5,2014-06-05,4324.0,1.86,154.5,-8e-06,2.0,0.0,0.45,0.18,4.33,8.62,12.0,50.66,141.06,0.331,0.453,0,487.1,0.64,0
28.0,94.0,2018-03-24,1741.0,1.08,354.2,-1e-06,0.0,0.0204,0.89,1.44,5.26,0.86,2.4,54.08,59.33,0.389,0.344,4,31.9,0.17,0
24.0,92.0,2021-06-12,70.0,0.41,257.8,1e-06,6.0,0.0204,0.15,0.75,0.99,9.51,14.05,60.74,139.47,0.396,0.331,3,482.3,3.29,0
29.0,95.5,2021-02-10,3034.0,1.6,251.1,-4e-06,4.0,0.0204,0.43,1.28,4.81,0.87,4.0,53.85,81.79,0.46,0.357,3,29.8,2.83,0
23.7118,90.4077,2011-07-19,535.5,0.72,179.1,0.0,1.0,0.0,0.8,0.8,1.0,4.3,12.5,25.8,39.9,0.432,0.419,1,768.2,4.4,1
27.05880384,93.54136779,2017-06-21,535.5,0.72,179.1,0.0,1.0,0.0,0.0,0.7,2.0,3.1,5.6,18.4,130.9,0.488,0.496,2,273.3,4.6,1
25.4191,94.1079,2011-07-07,535.5,0.72,179.1,0.0,1.0,0.0,0.0,0.5,1.5,6.4,7.5,36.0,122.0,0.457,0.463,0,500.0,0.0,1
25.48,94.1383,2016-07-25,535.5,0.72,179.1,0.0,1.0,0.0,0.9,3.6,6.4,9.1,16.7,43.5,82.9,0.513,0.515,1,296.1,4.4,1
27.54295099,88.59676956,2017-05-26,535.5,0.72,179.1,0.0,1.0,0.0,1.6,2.3,3.4,5.2,8.5,26.2,73.7,0.416,0.411,1,156.3,4.4,1
27.0165,88.2476,2015-06-13,535.5,0.72,179.1,0.0,1.0,0.0,1.2,3.3,5.7,22.9,33.5,108.4,223.6,0.426,0.424,1,800.5,4.2,1
27.0605,88.255,2011-09-25,535.5,0.72,179.1,0.0,1.0,0.0,0.3,2.0,4.3,9.1,25.9,44.3,104.4,0.426,0.427,7,37.9,6.9,1
25.0,94.5,2021-03-02,1133.0,1.24,21.6,-3e-06,0.0,0.0204,0.31,2.24,2.89,10.76,0.73,31.44,134.75,0.375,0.357,3,226.9,0.23,0
27.0,97.0,2017-11-21,1738.0,2.28,15.1,-2e-06,0.0,0.0,0.73,2.08,4.39,0.68,22.45,27.6,90.02,0.504,0.497,2,397.2,3.2,0
25.7902,94.1318,2016-07-10,535.5,0.72,179.1,0.0,1.0,0.0,0.1,0.5,1.0,2.9,3.7,15.7,126.1,0.481,0.486,2,151.3,4.5,1
26.8905,88.2789,2007-08-02,535.5,0.72,179.1,0.0,1.0,0.0,0.6,1.6,2.1,4.1,16.6,44.6,299.6,0.423,0.425,2,609.4,4.8,1
28.5,91.5,2018-05-31,5297.0,0.6,111.1,-2e-06,4.0,0.0,0.1,0.39,2.99,6.58,21.88,9.19,31.1,0.458,0.459,4,441.3,5.71,0
22.0,92.5,2018-11-22,677.0,0.79,251.9,-1e-06,1.0,0.0204,0.28,0.39,3.65,4.64,17.58,64.45,129.35,0.449,0.302,1,264.2,3.65,0
26.89,88.47,2009-06-17,535.5,0.72,179.1,0.0,1.0,0.0,4.1,11.4,16.4,17.7,19.1,24.4,35.2,0.427,0.371,0,500.0,0.0,1
26.8073,88.3162,2010-06-16,535.5,0.72,179.1,0.0,1.0,0.0,1.2,4.3,5.4,9.7,12.1,22.8,64.1,0.427,0.406,1,697.4,4.4,1
29.0,91.0,2017-10-27,4544.0,1.27,190.6,1e-06,4.0,0.0,0.34,1.0,2.51,3.52,11.85,38.19,130.69,0.471,0.496,5,418.5,4.62,0
27.5,96.5,2010-11-30,439.0,1.63,286.5,6e-06,0.0,0.0204,0.12,0.25,2.75,8.66,13.45,34.33,88.47,0.41,0.454,0,316.2,0.21,0
25.3056,93.1265,2012-06-03,535.5,0.72,179.1,0.0,1.0,0.0,0.0,0.3,0.3,1.9,8.3,105.1,134.6,0.491,0.498,2,216.1,4.5,1
29.0,90.5,2010-04-30,4445.0,0.95,41.4,4e-06,4.0,0.0204,0.61,0.25,0.01,11.13,0.3,24.46,56.8,0.463,0.412,2,431.1,6.21,0
25.0,88.0,2021-06-16,29.0,0.31,87.9,1e-06,5.0,0.0204,0.39,0.99,0.77,10.84,3.4,56.71,40.19,0.399,0.505,5,263.3,4.68,0
22.3496,91.8138,2015-09-21,535.5,0.72,179.1,0.0,1.0,0.0,1.0,3.5,7.5,13.7,18.0,53.7,56.0,0.278,0.267,3,243.3,4.7,1
24.819,94.3551,2015-07-31,535.5,0.72,179.1,0.0,1.0,0.0,3.1,10.2,19.3,35.5,69.4,147.0,269.9,0.43,0.43,1,423.9,4.4,1
25.0318,92.4584,2015-03-19,535.5,0.72,179.1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.241,0.263,1,238.2,4.3,1
24.5,96.5,2022-02-05,150.0,0.29,293.0,1e-06,1.0,0.0,0.04,1.33,1.78,5.1,9.82,27.2,81.29,0.352,0.294,3,124.6,4.19,0
24.5,95.5,2020-08-26,268.0,0.2,209.7,-0.0,2.0,0.0,0.61,0.02,3.67,9.23,22.41,30.89,34.5,0.309,0.372,5,404.9,0.67,0
28.0,91.0,2015-02-17,4192.0,1.51,9.1,4e-06,4.0,0.0,0.54,2.18,2.01,3.97,14.34,41.86,82.93,0.304,0.449,4,44.3,0.58,0
27.5161,88.5575,2011-09-30,535.5,0.72,179.1,0.0,1.0,0.0,0.0,1.5,2.0,2.9,4.5,7.8,76.0,0.386,0.386,1,650.2,4.4,1
29.0,88.0,2017-06-03,5088.0,2.69,300.2,-8e-06,2.0,0.0,0.55,0.4,4.8,5.42,3.92,36.73,60.05,0.48,0.477,5,57.0,3.34,0
22.0,94.0,2022-11-24,386.0,1.14,95.3,2e-06,1.0,0.0,0.8,1.46,4.83,2.5,1.45,57.94,134.04,0.358,0.378,1,32.2,0.24,0
25.0,90.0,2018-10-26,22.0,0.04,7.0,0.0,1.0,0.0,0.13,2.13,4.44,1.93,0.42,9.22,55.24,0.407,0.374,0,339.0,0.07,0
27.6438,93.871,2016-06-12,535.5,0.72,179.1,0.0,1.0,0.0,0.2,0.3,0.3,11.2,11.6,37.9,139.7,0.415,0.419,2,246.5,4.5,1
26.1028,91.8806,2015-08-22,535.5,0.72,179.1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.2,132.9,283.8,0.487,0.501,2,162.2,4.1,1
25.3179,94.0462,2010-10-09,535.5,0.72,179.1,0.0,1.0,0.0,1.9,8.1,12.6,19.7,29.5,65.9,78.1,0.459,0.459,0,500.0,0.0,1
22.0,94.5,2009-08-29,231.0,0.31,148.4,0.0,0.0,0.0,0.53,0.87,2.19,6.21,19.0,37.73,19.26,0.439,0.361,5,354.4,1.72,0
29.5,88.5,2018-06-18,4353.0,3.71,178.0,-3e-06,4.0,0.0,0.04,2.33,4.69,2.44,18.58,35.37,33.24,0.368,0.478,3,245.8,2.01,0
22.0,97.5,2017-06-01,824.0,0.33,8.7,-1e-06,0.0,0.0,0.79,0.67,2.82,0.55,22.56,47.03,101.27,0.299,0.439,3,227.7,0.8,0
28.0,90.5,2010-07-10,5377.0,3.27,358.1,-8e-06,2.0,0.0,0.32,0.5,4.87,1.88,22.5,12.27,108.64,0.351,0.294,1,319.0,2.41,0
28.0,90.0,2020-07-07,4023.0,3.6,351.9,1e-06,4.0,0.0,0.89,0.19,0.87,7.08,9.39,44.58,137.65,0.468,0.377,3,31.0,2.08,0
29.0,95.0,2013-06-09,1446.0,2.67,347.0,6e-06,0.0,0.0,0.14,0.82,1.3,8.34,17.3,35.23,95.74,0.455,0.404,5,439.2,4.4,0
26.0,97.5,2015-12-17,292.0,0.38,351.3,1e-06,0.0,0.0,0.87,1.82,2.07,6.72,21.27,23.3,65.81,0.461,0.465,5,354.4,6.16,0
29.0,88.0,2010-03-17,5088.0,2.69,300.2,-8e-06,2.0,0.0,0.02,1.03,4.04,0.94,5.96,12.9,101.44,0.48,0.356,1,371.4,2.88,0
28.4298,95.8776,2010-05-31,535.5,0.72,179.1,0.0,1.0,0.0,0.6,0.9,1.4,3.0,3.7,13.2,51.9,0.421,0.427,0,500.0,0.0,1
26.1407,91.7645,2014-06-26,535.5,0.72,179.1,0.0,1.0,0.0,2.5,8.5,15.5,22.9,27.8,36.6,216.0,0.514,0.518,2,414.6,4.1,1
24.0,96.0,2022-10-02,153.0,0.31,31.2,0.0,1.0,0.0,0.8,0.36,4.07,3.33,15.59,26.79,87.09,0.362,0.462,4,264.9,0.76,0
27.1748,88.6458,2012-06-07,535.5,0.72,179.1,0.0,1.0,0.0,0.1,0.1,0.4,0.4,1.8,4.7,101.9,0.316,0.309,1,823.2,4.5,1
29.0,95.5,2014-12-26,3034.0,1.6,251.1,-4e-06,4.0,0.0204,0.68,0.34,2.23,7.47,13.15,65.4,21.96,0.485,0.372,0,399.2,6.37,0
24.004,93.9815,2015-08-01,535.5,0.72,179.1,0.0,1.0,0.0,3.9,20.7,49.3,79.5,209.3,471.8,640.6,0.459,0.458,1,466.1,4.4,1
25.5,97.0,2013-08-06,919.0,0.27,17.7,-3e-06,0.0,0.0204,0.85,1.7,4.82,4.62,0.25,57.92,65.87,0.471,0.33,3,134.2,0.07,0
29.5,93.5,2013-06-18,4826.0,4.51,180.3,-5e-06,4.0,0.0,0.14,1.98,2.85,8.8,12.04,2.48,59.09,0.299,0.491,2,127.3,1.57,0
26.19037705,91.77306002,2017-07-10,535.5,0.72,179.1,0.0,1.0,0.0,1.0,3.1,8.7,15.7,24.3,89.6,241.9,0.498,0.516,1,499.4,4.5,1
29.5,89.5,2022-04-21,5223.0,3.63,173.2,-8e-06,4.0,0.0,0.33,1.69,2.0,4.96,11.54,42.06,138.57,0.315,0.353,2,33.7,3.36,0
22.0,92.5,2009-09-03,677.0,0.79,251.9,-1e-06,1.0,0.0204,0.48,1.78,0.64,10.62,18.64,64.39,35.77,0.32,0.369,4,228.9,5.95,0
27.3383,88.6069,2007-05-23,535.5,0.72,179.1,0.0,1.0,0.0,1.3,3.3,5.7,10.1,12.4,27.8,72.7,0.355,0.278,2,36.6,4.9,1
24.30415689,93.18182448,2017-06-27,535.5,0.72,179.1,0.0,1.0,0.0,0.5,2.5,6.3,11.5,15.8,56.0,92.0,0.428,0.421,1,159.8,4.4,1
22.0,95.0,2015-07-12,139.0,0.4,167.1,1e-06,1.0,0.0,0.24,0.56,4.49,4.62,12.76,24.21,104.02,0.381,0.465,3,205.4,5.93,0
24.0,88.5,2021-11-13,18.0,0.01,32.0,0.0,5.0,0.0,0.13,2.12,1.09,7.83,1.87,30.67,31.9,0.4,0.298,0,292.0,1.66,0
23.5397,93.3783,2016-07-28,535.5,0.72,179.1,0.0,1.0,0.0,0.0,0.0,0.0,3.0,3.1,29.2,58.3,0.407,0.409,0,500.0,0.0,1
25.5,91.5,2015-05-06,1648.0,0.59,274.1,-6e-06,0.0,0.2245,0.63,1.18,3.63,10.44,17.87,44.55,102.25,0.491,0.381,4,120.2,0.97,0
26.0,89.0,2023-06-09,49.0,0.04,20.9,-0.0,5.0,0.0,0.71,0.1,4.18,4.69,18.44,53.0,46.9,0.448,0.363,1,274.3,5.89,0
26.5,88.0,2013-11-19,120.0,2.01,7.6,3e-06,1.0,0.9796,0.38,1.56,1.69,4.1,2.41,62.04,140.55,0.454,0.358,4,270.9,1.46,0
26.8826,88.2788,2009-07-22,535.5,0.72,179.1,0.0,1.0,0.0,0.2,0.6,0.6,3.3,8.5,14.5,57.2,0.399,0.396,0,500.0,0.0,1
23.5,92.5,2012-09-07,750.0,0.75,326.3,-2e-06,2.0,0.3878,0.47,2.16,0.05,4.7,3.42,6.96,142.69,0.36,0.33,5,56.0,2.98,0
22.5,95.0,2021-07-30,129.0,0.19,32.5,0.0,6.0,0.0,0.64,0.53,5.18,2.7,2.59,34.67,137.85,0.416,0.497,1,379.1,4.95,0
27.5,90.5,2014-11-04,1900.0,5.0,341.4,5e-06,1.0,0.0408,0.33,0.53,3.73,7.52,22.18,12.41,75.0,0.499,0.405,0,461.0,2.63,0
29.5,90.0,2010-07-08,4704.0,5.22,183.6,-2e-06,4.0,0.0,0.53,2.19,4.78,1.42,11.55,26.38,79.23,0.425,0.329,1,400.5,0.39,0
22.3475,91.8123,2014-02-03,535.5,0.72,179.1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.106,0.141,3,269.0,5.1,1
29.0,94.0,2009-06-24,4628.0,2.93,37.1,-5e-06,2.0,0.0,0.6,0.5,4.34,2.65,1.04,14.53,123.52,0.336,0.353,0,334.2,1.47,0
22.5,96.0,2023-02-26,71.0,0.62,270.3,2e-06,1.0,0.0204,0.05,0.18,0.17,3.73,11.67,21.2,79.74,0.408,0.446,4,292.3,1.58,0
23.0,90.0,2016-08-31,4.0,0.01,5.1,-0.0,1.0,0.0,0.17,1.04,0.75,8.89,8.43,28.13,56.26,0.388,0.313,1,16.6,5.66,0
28.5,91.0,2015-09-19,5423.0,0.4,335.2,-3e-06,4.0,0.0,0.51,1.76,2.93,0.21,13.1,24.79,134.91,0.462,0.303,1,147.4,0.2,0
25.5,95.0,2011-09-26,1496.0,1.25,34.9,-4e-06,2.0,0.0,0.04,1.09,4.19,5.17,2.53,63.41,94.0,0.298,0.401,1,362.1,1.89,0
29.5,88.0,2017-06-09,5558.0,5.38,207.7,-1.6e-05,2.0,0.0,0.78,0.57,1.03,5.31,11.0,15.05,81.19,0.322,0.427,0,475.9,5.57,0
25.5,89.5,2014-07-30,24.0,0.03,300.5,0.0,1.0,0.0204,0.33,1.61,3.48,5.37,9.38,15.1,143.87,0.496,0.465,0,320.6,5.68,0
25.0,91.5,2015-03-17,10.0,1.71,359.8,2e-06,6.0,0.1224,0.4,0.12,2.42,11.2,5.98,55.9,44.39,0.456,0.408,2,372.9,4.9,0
23.0,89.5,2023-10-05,3.0,0.01,68.2,0.0,6.0,0.0,0.54,1.78,1.39,2.27,7.69,18.57,34.73,0.497,0.504,3,487.3,1.21,0
25.5098,93.8794,2015-07-22,535.5,0.72,179.1,0.0,1.0,0.0,1.1,2.0,3.2,10.9,31.4,81.4,179.3,0.468,0.464,1,166.2,4.2,1
27.0,92.5,2011-10-02,732.0,2.28,11.7,1e-06,0.0,0.0612,0.84,1.74,3.55,8.24,6.87,50.21,132.27,0.432,0.368,3,103.8,0.43,0
24.0,94.0,2022-06-09,1048.0,0.67,23.5,-2e-06,1.0,0.2041,0.63,0.01,2.36,3.55,0.9,41.18,101.16,0.313,0.345,0,51.5,0.81,0
25.5,89.0,2012-03-31,33.0,0.03,8.9,-0.0,1.0,0.0204,0.08,2.59,0.96,4.35,7.25,30.99,106.38,0.381,0.461,2,77.7,6.14,0
24.8286,93.5935,2011-05-31,535.5,0.72,179.1,0.0,1.0,0.0,0.9,5.8,9.8,17.4,29.2,68.0,100.9,0.427,0.427,1,114.6,4.0,1
27.0,92.0,2022-12-03,1102.0,4.06,7.9,3e-06,1.0,0.0408,0.67,2.41,1.25,1.84,18.14,14.37,70.38,0.332,0.49,3,403.1,5.62,0
29.0,94.0,2015-04-30,4628.0,2.93,37.1,-5e-06,2.0,0.0,0.5,1.58,4.73,1.93,21.47,28.68,61.78,0.45,0.499,4,280.3,5.73,0
29.5,96.5,2020-10-22,4109.0,3.9,199.1,-4e-06,2.0,0.0,0.23,0.92,4.2,0.89,21.76,33.36,48.72,0.441,0.354,0,330.3,5.58,0
26.10035658,91.87351723,2017-07-03,535.5,0.72,179.1,0.0,1.0,0.0,0.6,6.5,9.3,18.9,22.3,161.2,266.3,0.515,0.518,3,344.0,4.9,1
28.5,89.5,2011-02-20,5172.0,0.67,188.3,-3e-06,4.0,0.0,0.12,1.95,2.17,0.67,6.3,46.62,107.4,0.322,0.321,2,416.0,4.95,0
26.5,97.0,2014-05-13,462.0,1.4,350.9,1e-06,0.0,0.0,0.19,1.59,0.4,1.72,14.24,35.96,120.63,0.324,0.478,4,435.1,5.18,0
24.9007,91.8644,2016-02-16,535.5,0.72,179.1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.3,0.297,0.295,1,357.1,3.7,1
26.0319,94.5466,2015-06-24,535.5,0.72,179.1,0.0,1.0,0.0,0.4,2.3,7.4,24.1,32.9,78.2,111.9,0.5,0.514,0,500.0,0.0,1
23.0,90.5,2023-08-15,2.0,0.0,328.0,0.0,5.0,0.0,0.53,0.74,3.66,8.95,10.8,10.99,35.9,0.351,0.387,1,469.7,3.97,0
25.1416,92.3807,2015-08-19,535.5,0.72,179.1,0.0,1.0,0.0,3.4,10.0,16.7,27.8,57.0,120.7,187.4,0.515,0.516,2,256.3,4.5,1
27.0,95.5,2010-06-12,680.0,0.99,234.0,-1e-06,0.0,0.0204,0.06,0.65,0.2,8.47,10.02,27.66,98.42,0.301,0.327,0,352.4,2.45,0
27.5,97.5,2015-01-04,719.0,3.47,22.9,6e-06,0.0,0.0,0.84,1.39,3.24,8.69,9.85,40.58,97.84,0.404,0.368,1,127.8,4.85,0
26.0,92.5,2009-10-05,182.0,1.06,170.7,1e-06,1.0,0.0,0.86,1.8,1.21,9.51,9.83,50.89,109.37,0.347,0.499,5,73.7,5.74,0
25.0,96.5,2011-01-14,211.0,0.19,29.9,0.0,1.0,0.0,0.46,0.55,1.15,2.95,20.91,37.27,98.4,0.394,0.39,2,192.4,2.46,0
27.0,97.0,2018-01-25,1738.0,2.28,15.1,-2e-06,0.0,0.0,0.39,0.21,0.13,1.18,12.74,43.51,56.75,0.503,0.456,5,352.5,3.43,0
23.5,88.5,2014-08-26,12.0,0.01,55.0,0.0,1.0,0.0,0.76,2.02,2.1,1.68,13.33,54.52,126.4,0.352,0.484,0,417.9,1.07,0
25.7658,93.9413,2013-07-17,535.5,0.72,179.1,0.0,1.0,0.0,3.3,4.3,5.6,6.7,76.5,105.4,155.2,0.493,0.502,2,328.6,4.2,1
26.1049,91.7369,2012-06-25,535.5,0.72,179.1,0.0,1.0,0.0,0.4,2.2,6.2,33.6,36.0,172.8,379.4,0.513,0.511,0,500.0,0.0,1
23.0,90.0,2015-04-04,4.0,0.01,5.1,-0.0,1.0,0.0,0.79,0.63,2.45,6.9,8.6,4.38,126.55,0.333,0.335,2,176.8,5.72,0
26.1062,91.8717,2015-07-25,535.5,0.72,179.1,0.0,1.0,0.0,0.0,0.0,0.0,5.7,17.1,171.4,314.0,0.494,0.504,1,295.4,4.2,1
